City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,solikamsk,56.7729,59.6196,285.2,63,34,1.02,RU,1687539087
368,floro,5.0328,61.5996,294.39,63,40,3.09,NO,1687539087
369,cannonvale,148.7,-20.2833,293.81,83,36,1.17,AU,1687539087
370,kalispell,-114.3129,48.1958,292.87,47,0,5.66,US,1687539088
371,tual,132.75,-5.6667,299.77,82,98,6.69,ID,1687539088
372,el fasher,25.3494,13.6279,301.52,50,100,6.19,SD,1687539088
373,kerikeri,173.9474,-35.2268,285.88,96,44,1.98,NZ,1687539088
374,al ghayzah,52.176,16.2079,302.65,78,5,2.21,YE,1687539089
375,souillac,57.5167,-20.5167,293.36,77,20,2.06,MU,1687539089
376,amga,131.9608,60.8953,288.4,94,17,1.18,RU,1687539089
377,usogorsk,48.6872,63.4106,289.25,48,54,1.37,RU,1687539090
378,sisimiut,-53.6735,66.9395,275.84,75,75,3.65,GL,1687539090
379,tanumah,44.1333,27.1,311.69,8,10,3.39,SA,1687539090
380,mammoth lakes,-118.9721,37.6485,285.51,45,40,3.09,US,1687539090
381,port lincoln,135.8667,-34.7333,285.13,69,64,10.21,AU,1687539091
382,ugoofaaru,73.0,5.6667,301.31,78,100,6.86,MV,1687539091
383,libenge,18.6333,3.65,295.31,95,96,0.96,CD,1687539091
384,nar'yan-mar,53.087,67.6713,284.69,63,26,4.88,RU,1687539091
385,daru,143.2092,-9.0763,297.81,91,95,4.89,PG,1687539091
386,balma,1.4994,43.6111,301.1,42,0,4.12,FR,1687539092
387,strathmore,-113.3852,51.0501,293.34,48,5,0.43,CA,1687539092
388,fort st. john,-120.8529,56.2499,290.09,72,20,2.57,CA,1687539092
389,belozersk,37.7957,60.0326,287.09,94,100,2.0,RU,1687539092
390,trairi,-39.2689,-3.2778,303.34,56,15,6.65,BR,1687539093
391,kolonia,6.95,50.9333,299.79,48,0,5.14,DE,1687539093
392,villa regina,-67.0667,-39.1,283.7,48,100,8.73,AR,1687539093
393,ust'-ilimsk,102.6619,58.0006,284.64,89,50,1.43,RU,1687539093
394,mossendjo,12.7261,-2.9506,296.4,69,6,0.99,CG,1687539094
395,le port,55.2919,-20.9373,296.15,98,60,1.83,RE,1687538818
396,suva,178.4415,-18.1416,289.86,100,20,2.06,FJ,1687539094
397,mikhnevo,37.9522,55.1272,293.1,93,73,0.7,RU,1687539094
398,dunedin,170.5036,-45.8742,285.17,96,96,5.58,NZ,1687539094
399,nemuro,145.575,43.3236,285.36,90,99,2.43,JP,1687539095
400,severo-yeniseyskiy,93.0408,60.3725,280.79,94,97,2.81,RU,1687539095
401,barra de santo antonio,-35.5072,-9.4047,299.75,81,65,6.85,BR,1687539095
402,matamey,8.4749,13.4231,309.37,26,89,1.19,NE,1687539095
403,mgandu,34.1333,-5.95,293.3,48,94,3.24,TZ,1687539096
404,mount isa,139.5,-20.7333,285.02,66,56,0.0,AU,1687538906
405,shingu,135.9833,33.7333,294.2,78,100,2.24,JP,1687539096
406,preobrazheniye,133.9064,42.9019,287.17,88,21,2.42,RU,1687539096
407,lafia,8.5167,8.4833,300.64,79,76,2.03,NG,1687539096
408,samitah,42.9444,16.596,306.2,58,3,2.16,SA,1687539097
409,belmonte,-38.8828,-15.8631,299.16,58,36,2.57,BR,1687539097
410,blenheim,173.9528,-41.516,285.94,92,100,4.52,NZ,1687539097
411,tshabong,22.45,-26.05,291.86,16,0,4.04,BW,1687539097
412,manay,126.5397,7.215,298.52,86,98,2.01,PH,1687539097
413,togur,82.8265,58.3631,278.58,78,66,1.71,RU,1687539098
414,pierre,-100.351,44.3683,297.75,70,20,5.14,US,1687539098
415,illizi,8.4667,26.4833,311.04,9,0,8.42,DZ,1687539098
416,ulan bator,106.8832,47.9077,289.22,82,40,0.0,MN,1687539098
417,katsuura,140.3,35.1333,294.34,93,100,1.75,JP,1687539099
418,brisas de zicatela,-97.0419,15.8369,304.44,70,40,3.09,MX,1687539099
419,funafuti,179.1942,-8.5243,301.15,83,40,1.03,TV,1687539099
420,san antonio de pale,5.6325,-1.4014,296.76,72,100,4.9,GQ,1687539099
421,kruisfontein,24.7314,-34.0033,288.64,33,0,3.62,ZA,1687539100
422,miyako,141.9525,39.6367,289.17,98,100,1.35,JP,1687539100
423,ko pha ngan,100.0291,9.7578,299.21,74,100,9.39,TH,1687539100
424,andovoranto,49.1,-18.95,294.25,81,1,2.36,MG,1687539100
425,steamboat springs,-106.8317,40.485,296.45,33,0,3.09,US,1687539100
426,papao,-149.55,-17.75,297.97,85,46,7.74,PF,1687539101
427,virginia,-77.4467,37.5481,299.99,91,100,1.54,US,1687538791
428,yanykurgan,67.2481,43.915,297.2,26,63,5.85,KZ,1687539101
429,walvis bay,14.5053,-22.9575,287.68,82,2,3.09,NA,1687539101
430,kotabumi,104.9,-4.8333,296.72,94,100,1.79,ID,1687539102
431,revda,59.9303,56.801,284.59,63,100,2.06,RU,1687539102
432,hasaki,140.8333,35.7333,293.83,91,100,3.31,JP,1687539102
433,yuzhno-kurilsk,145.8556,44.0306,283.82,96,93,1.07,RU,1687539103
434,de aar,24.0123,-30.6497,287.22,21,2,2.56,ZA,1687539103
435,kapa'a,-159.319,22.0752,299.33,85,100,7.2,US,1687539103
436,kasangulu,15.1708,-4.5911,297.89,59,8,1.75,CD,1687539103
437,ad dilam,47.1627,23.9915,315.38,9,0,1.92,SA,1687539104
438,turinsk,63.696,58.0458,285.24,66,100,1.8,RU,1687539104
439,canutama,-64.3831,-6.5339,307.59,39,66,1.68,BR,1687539104
440,ambovombe,46.0833,-25.1667,290.25,65,51,3.68,MG,1687539104
441,dzhetygara,61.2006,52.1908,286.69,61,98,2.21,KZ,1687539105
442,mirnyy,113.9611,62.5353,284.95,100,89,0.89,RU,1687539105
443,dalandzadgad,104.425,43.5708,297.81,26,100,2.62,MN,1687539105
444,orapa,25.3667,-21.2833,290.3,42,0,3.63,BW,1687539105
445,tateyama,139.8667,34.9833,295.03,91,100,1.11,JP,1687538909
446,chany,76.7647,55.3121,283.01,58,82,1.8,RU,1687539106
447,ta`u,-169.5144,-14.2336,300.11,76,96,3.2,AS,1687539106
448,mahibadhoo,72.9667,3.7833,301.08,79,100,6.19,MV,1687539106
449,viedma,-62.9967,-40.8135,288.41,47,78,10.21,AR,1687539096
450,faya-largeau,19.1043,17.9257,311.54,10,99,2.74,TD,1687539107
451,fortuna,-124.1573,40.5982,289.78,87,100,0.45,US,1687539107
452,selfoss,-20.9971,63.9331,287.06,93,99,4.89,IS,1687539108
453,harrisburg,-76.8844,40.2737,294.23,90,100,2.57,US,1687539017
454,kurchatov,35.6521,51.6601,297.38,81,89,3.0,RU,1687539108
455,dolinsk,142.8,47.35,284.05,89,100,0.67,RU,1687539108
456,island harbour,-1.2758,50.724,298.23,70,89,2.68,GB,1687539109
457,chipurupalle,83.5667,18.3,298.54,89,100,0.77,IN,1687539109
458,pointe michel,-61.3833,15.25,304.67,51,20,3.09,DM,1687539109
459,shilka,116.0333,51.85,291.75,74,100,0.59,RU,1687539110
460,akrehamn,5.1833,59.2667,290.37,67,40,5.14,NO,1687539110
461,paita,-81.1144,-5.0892,297.38,67,74,4.06,PE,1687539110
462,tabou,-7.3528,4.423,299.73,74,66,5.11,CI,1687539111
463,blackwater,148.8833,-23.5833,289.8,84,24,1.64,AU,1687539111
464,beichengqu,113.1536,40.4394,296.98,32,95,2.74,CN,1687539111
465,grants,-107.8514,35.1473,301.28,6,0,7.72,US,1687539038
466,chamical,-66.314,-30.36,291.95,55,70,3.6,AR,1687539112
467,devoto,-62.3063,-31.4043,293.42,58,46,5.36,AR,1687539112
468,sahibganj,87.65,25.25,305.0,60,74,3.02,IN,1687539112
469,vila franca do campo,-25.4333,37.7167,294.38,78,100,3.81,PT,1687539112
470,susuman,148.1667,62.7833,287.55,69,48,1.51,RU,1687539113
471,prado,-39.2208,-17.3411,297.97,69,97,2.37,BR,1687539079
472,dryden,-92.7503,49.7833,295.31,46,0,3.6,CA,1687539113
473,foligno,12.7011,42.944,298.97,85,31,2.24,IT,1687539113
474,antsiranana,49.2917,-12.2787,294.99,86,48,3.11,MG,1687539113
475,bamboo flat,92.7167,11.7,301.2,83,40,3.09,IN,1687539114
476,berazategui,-58.2117,-34.7633,285.88,85,100,2.22,AR,1687539114
477,uvalde,-99.767,29.3669,308.51,33,1,6.14,US,1687539114
478,touros,-35.4608,-5.1989,301.64,64,5,7.99,BR,1687539114
479,qarazhal,70.7903,48.0078,286.36,54,38,8.35,KZ,1687539115
480,kalmunai,81.8167,7.4167,302.31,73,100,1.05,LK,1687539115
481,pacific grove,-121.9166,36.6177,288.94,88,100,5.14,US,1687539004
482,ust'-kulom,53.6902,61.6864,286.72,57,96,1.8,RU,1687539115
483,ostersund,14.6357,63.1792,284.6,37,100,5.14,SE,1687539115
484,shawano,-88.609,44.7822,302.56,45,58,1.6,US,1687539116
485,khabary,79.5345,53.6259,283.09,69,91,3.3,RU,1687539116
486,portstewart,-6.714,55.1813,293.98,97,100,4.91,GB,1687539116
487,ixtapa,-105.2,20.7,307.87,45,5,3.06,MX,1687539116
488,dudinka,86.1778,69.4058,287.94,68,89,2.58,RU,1687539116
489,erenhot,111.9767,43.6475,302.35,21,61,6.85,CN,1687539117
490,byron bay,153.6167,-28.65,285.06,54,2,2.79,AU,1687538947
491,machico,-16.7667,32.7,298.55,70,40,7.2,PT,1687539117
492,fuyang,115.8167,32.9,295.48,69,0,3.72,CN,1687539117
493,nyagan,65.3936,62.1406,281.72,65,100,1.67,RU,1687539117
494,campbell river,-125.2446,50.0163,294.04,52,20,2.57,CA,1687539118
495,ciudad lazaro cardenas,-102.2,17.9583,305.56,57,6,2.78,MX,1687538958
496,saldanha,17.9442,-33.0117,287.18,92,99,3.43,ZA,1687539118
497,sint michiel liber,-68.9833,12.15,304.05,70,20,3.6,CW,1687539118
498,cabo san lucas,-109.9124,22.8909,305.16,80,5,1.34,MX,1687539028
499,menongue,17.691,-14.6585,290.17,18,0,2.49,AO,1687539119
500,los villares,-3.3314,37.3482,304.13,32,0,3.45,ES,1687539119
501,gobo,135.15,33.8833,294.89,80,100,2.07,JP,1687539119
502,lacin,34.8984,40.7702,290.54,67,0,2.43,TR,1687539119
503,bei'an,109.533,24.5399,296.64,96,100,0.81,CN,1687539120
504,koutiala,-5.4642,12.3917,310.43,29,49,1.05,ML,1687539120
505,tazacorte,-17.9293,28.629,297.69,79,75,5.14,ES,1687539120
506,kura,8.4303,11.7697,296.15,30,40,2.35,NG,1687539120
507,hailey,-114.3153,43.5196,287.48,44,100,4.63,US,1687539121
508,nacozari de garcia,-109.6908,30.3742,306.12,12,50,2.48,MX,1687539121
509,viveiro,-7.5934,43.6623,295.12,72,1,4.85,ES,1687539121
510,jalingo,11.3667,8.8833,302.46,64,91,1.76,NG,1687539121
511,xichang,102.2634,27.8964,291.38,93,100,1.06,CN,1687539122
512,marka,44.7717,1.7159,298.25,82,100,7.5,SO,1687539122
513,bamusso,8.9027,4.4591,297.4,92,100,3.4,CM,1687539122
514,puerto san jose,-90.8244,13.9256,303.49,63,93,4.2,GT,1687539122
515,taoudenni,-3.9836,22.6783,318.64,5,51,7.92,ML,1687539122
516,bulawayo,28.5833,-20.15,286.71,57,0,3.46,ZW,1687539123
517,hobyo,48.5268,5.3505,298.61,79,79,10.51,SO,1687539123
518,vung tau,107.0843,10.346,301.66,77,100,3.16,VN,1687539123
519,queenstown,26.8753,-31.8976,286.15,31,1,3.38,ZA,1687539123
520,cape coast,-1.2466,5.1053,299.06,85,47,6.68,GH,1687539124
521,gasa,34.4667,31.5,300.86,66,0,4.92,PS,1687538887
522,soe,124.284,-9.8607,290.15,94,50,1.62,ID,1687539124
523,kaitong,123.15,44.8135,298.61,51,28,4.22,CN,1687539124
524,barras,-42.2944,-4.2444,307.47,34,7,2.82,BR,1687539124
525,san mariano,126.0,7.5,295.8,94,85,1.23,PH,1687539125
526,champerico,-91.9167,14.3,307.45,61,96,3.28,GT,1687539091
527,escanaba,-87.0646,45.7453,304.55,53,0,3.09,US,1687539125
528,itaituba,-55.9836,-4.2761,305.24,66,40,4.12,BR,1687538866
529,dharchula,80.5333,29.85,298.36,89,100,0.39,IN,1687539126
530,novokuznetsk,87.1099,53.7557,285.48,76,39,0.86,RU,1687539126
531,cascais,-9.4215,38.6979,310.05,45,0,8.23,PT,1687539126
532,russkaya polyana,31.9201,49.417,299.59,54,80,2.32,UA,1687539126
533,lisakovsk,62.4936,52.5369,287.67,52,82,1.95,KZ,1687539126
534,hats'avan,45.9705,39.4641,284.02,81,51,3.33,AM,1687539127
535,hailar,119.7,49.2,293.64,52,100,2.33,CN,1687539127
536,el calafate,-72.2768,-50.3408,276.41,95,100,1.05,AR,1687538836
537,nguigmi,13.1092,14.2495,305.03,46,80,3.12,NE,1687539128
538,laboulaye,-63.3912,-34.1266,290.9,54,100,3.21,AR,1687538957
539,awjilah,21.2869,29.1081,307.05,17,0,3.97,LY,1687539128
540,casas grandes,-107.95,30.3667,305.55,14,65,0.49,MX,1687539128
541,qulsary,54.0198,46.9531,294.71,35,19,6.11,KZ,1687539128
542,el matama,33.3565,16.7095,312.01,11,25,3.65,SD,1687539129
543,sanctuary point,150.629,-35.1114,287.15,62,65,5.13,AU,1687539129
544,arteche,125.4048,12.2645,299.47,87,92,1.48,PH,1687539129
545,soeng sang,102.4606,14.4264,301.17,71,97,1.99,TH,1687539129
546,juneau,-134.4197,58.3019,288.94,91,100,3.09,US,1687539130
547,karamadai,76.9601,11.2406,298.36,79,100,2.02,IN,1687539131
548,tucacas,-68.3258,10.7906,303.13,64,63,4.03,VE,1687539042
549,san luis de la loma,-100.8939,17.2706,305.74,54,5,3.31,MX,1687539131
550,taitung city,121.1444,22.7583,300.21,82,95,1.63,TW,1687539131
551,murzuq,13.9184,25.9155,307.78,14,0,5.35,LY,1687539132
552,nicoya,-85.452,10.1483,303.23,69,86,0.5,CR,1687539132
553,tucumcari,-103.725,35.1717,297.06,73,20,5.66,US,1687539132
554,icano,-65.3282,-28.9193,297.5,37,34,1.19,AR,1687539132
555,nizhnyaya tavda,66.1725,57.6731,283.56,73,89,2.13,RU,1687539133
556,karratha,116.8463,-20.7377,290.31,54,0,2.74,AU,1687539133
557,kampene,26.6667,-3.6,295.42,81,80,0.68,CD,1687539133
558,graneros,-70.7333,-34.0667,288.25,100,100,2.57,CL,1687538836
559,pandan,124.1694,14.0453,299.81,86,80,1.94,PH,1687539124
560,kamina,24.9906,-8.7386,293.6,34,5,1.89,CD,1687539134
561,aljezur,-8.8033,37.3191,299.54,53,2,3.38,PT,1687539134
562,campo mourao,-52.3831,-24.0456,295.75,57,30,4.29,BR,1687539135
563,hillvue,150.915,-31.1244,275.1,93,0,2.57,AU,1687539135
564,gamba,10.0,-2.65,296.14,76,33,3.54,GA,1687539135
565,buka,69.1986,40.8108,298.55,17,0,3.98,UZ,1687539135
566,rodolfo sanchez taboada,-116.5667,31.7167,292.65,64,0,2.24,MX,1687538864
567,clocolan,27.5656,-28.9137,282.49,38,0,1.4,ZA,1687539136
568,barberton,31.0532,-25.7884,289.2,76,0,0.58,ZA,1687539136
569,vikhorevka,101.1636,56.1201,288.92,85,48,1.29,RU,1687539136
570,vyetka,31.1794,52.5591,300.23,44,0,5.0,BY,1687539137
571,hashtrud,47.0508,37.4779,292.34,44,2,4.35,IR,1687539137
572,kawalu,108.2082,-7.3817,295.47,97,61,0.35,ID,1687539137
573,castillos,-53.8333,-34.1667,290.81,57,55,3.39,UY,1687539137
574,yingkou,122.2283,40.6648,295.04,74,67,3.23,CN,1687539137
575,opuwo,13.84,-18.0607,293.79,15,0,3.53,NA,1687539127
576,gulf breeze,-87.1639,30.3571,305.45,75,75,4.63,US,1687539138
577,santa catalina,122.8637,9.3337,299.08,84,72,0.31,PH,1687539138
578,nieuw amsterdam,-55.0833,5.8833,306.49,71,40,1.03,SR,1687539138
579,dem'yanovo,47.0842,60.3511,288.03,66,97,1.72,RU,1687539138
580,necochea,-58.7368,-38.5473,287.74,68,99,5.13,AR,1687539131
581,waingapu,120.2641,-9.6567,295.89,87,3,3.29,ID,1687539139
582,ati,18.3353,13.2154,308.7,32,82,4.18,TD,1687539139
583,samana,-69.3369,19.2056,304.27,70,20,3.09,DO,1687539139
584,as salimiyah,48.0761,29.3339,312.72,25,0,2.68,KW,1687539139
585,bahia honda,-83.1592,22.9036,304.9,59,100,4.15,CU,1687539140
586,la ronge,-105.2842,55.1001,291.27,59,40,3.09,CA,1687539140
